Date,Year,Month,Type,Country,Area,Location,Activity,Activity on surface,Table Presence,Sex,Age,Injury,Damage,Time,Species
20/07/1956,1956,July,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,Yes,No,M,40,FATAL,Fatal,Unknown,White Shark
12/07/1956,1956,July,Unprovoked,USA,North & South Carolina,"Isle of Palms, Charleston County",Swimming,Yes,No,M,7,Arm & leg injured,No Fatal,Afternoon,Unknown
26/05/1956,1956,May,Unknown,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Watercraft,,,Unknown,Unknown,"No injury, sharks bit propellers, etc",No Fatal,Unknown,White Shark
01/01/1956,1956,January,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Diving,No,No,M,Unknown,Lower leg & foot lacerated,No Fatal,Unknown,Unknown
01/08/1955,1955,August,Unknown,AUSTRALIA,South Australia,Port Augusta,Watercraft,,,Unknown,Unknown,Whelan's head was injured when he fell to the deck as shark rammed boat,No Fatal,Unknown,Tooth Fragments Recovered From Hull
20/11/1954,1954,November,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,No,No,M,Unknown,Shoulder bitten,No Fatal,Afternoon,Blacktip Shark
01/07/1954,1954,July,Unknown,CROATIA,Unknown,Pula,Unknown,,,M,Unknown,Human remains found in shark,Unknown,Unknown,Unknown
06/04/1952,1952,April,Unknown,AUSTRALIA,South Australia,Streaky Bay,Watercraft,,,Unknown,Unknown,No injury to fisherman Alf Dean & other occupants;,No Fatal,Morning,White Shark
23/01/1952,1952,January,Provoked,MAURITIUS,Port Louis Province,Port Louis,Spearfishing,No,No,M,Unknown,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,No Fatal,Unknown,Unknown
Unknown,1950,Unknown,Unprovoked,INDONESIA,Jakarta Harbour,On rock near Yacht Club,Bending over,,,M,8,FATAL,Fatal,Afternoon,"Tiger Shark, 3.7 M To 4.3 M  [12' To 14']"
03/08/1948,1948,August,Unprovoked,IRAN,Shatt-Al-Arab River,Bashamir,Swimming,Yes,No,M,15,"Quadriceps lacerated, femur exposed",No Fatal,Unknown,Unknown
10/04/1948,1948,April,Unprovoked,KENYA,Coast Province,Mombasa,Unknown,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
01/01/1948,1948,January,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Spearfishing,No,No,M,Unknown,Bitten on face while taking shark off spear PROVOKED INCIDENT,No Fatal,Unknown,Unknown
18/07/1946,1946,July,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River",Fishing,,,M,12,Radius & ulna bared,No Fatal,Unknown,Unknown
20/08/1944,1944,August,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Margate,Swimming,Yes,No,M,19,"FATAL, body not recovered",Fatal,Afternoon,Unknown
04/05/1944,1944,May,Unprovoked,PANAMA,Caribbean Sea,,Body boarding,Yes,Yes,M,Unknown,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface.",Fatal,Unknown,White Shark
26/03/1944,1944,March,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Country Club Beach, Durban",Wading,,No,M,18,Left thigh bitten,No Fatal,Afternoon,Unknown
23/09/1943,1943,September,Unprovoked,PANAMA,Gulf Of Panama,"North shore of Rey Island, Las Perlas archipelago",Body boarding,Yes,Yes,M,20,"FATAL, left leg  & shoulder bitten",Fatal,Afternoon,White Shark
26/12/1942,1942,December,Unprovoked,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Wading,,No,F,15,"FATAL, legs bitten",Fatal,Morning,Bull Shark
21/11/1942,1942,November,Sea Disaster,INDIAN OCEAN,Unknown,Bound from Cape Town for St. Helena,"On 6-nov-1942, the german submarine u-68 sank the city of cairo 5 days from cape town, survivors took to lifeboats & rafts. on the 15th day, a fireman jumped over the stern & was taken by sharks",,,M,Unknown,FATAL,Fatal,Unknown,Unknown
13/11/1942,1942,November,Sea Disaster,Unknown,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Explosion & sinking of the uss juneau after being torpedoed by the submarine  i-85,,,M,Unknown,"Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.",Fatal,Morning,Unknown
12/09/1942,1942,September,Sea Disaster,ATLANTIC OCEAN,Unknown,360 miles north of Ascension Island,Swimming,Yes,No,M,Unknown,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",No Fatal,Unknown,Unknown
12/07/1942,1942,July,Sea Disaster,ATLANTIC OCEAN,Unknown,,The ss potlach was torpedoed & sunk by the u-153 on 27-jun-1942.,,,M,32,FATAL Arm bitten,Fatal,Unknown,Unknown
04/03/1942,1942,March,Unknown,AUSTRALIA,New South Wales,George’s River,Unknown,,,M,18,"Cause of death was drowning, shark bites were post mortem",Unknown,Unknown,Unknown
01/09/1940,1940,September,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,Yes,No,M,18,FATAL,Fatal,Unknown,5.5 M [18'] Shark
17/07/1938,1938,July,Provoked,TURKEY,Unknown,,Fishing,,,M,Unknown,Injured by harpooned shark PROVOKED INCIDENT,No Fatal,Unknown,Unknown
01/01/1938,1938,January,Unprovoked,EGYPT,Unknown,Mersa Matruh,Diving,No,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
11/02/1937,1937,February,Unprovoked,AUSTRALIA,New South Wales,Kempsey,Swimming,Yes,No,M,Unknown,Foot bitten,No Fatal,Unknown,Unknown
27/07/1935,1935,July,Unknown,USA,California,Santa Barbara Channel,Fishing,,,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Unknown,Unknown,Unknown
28/08/1933,1933,August,Unprovoked,USA,North & South Carolina,"Pawley’s Island, north of Charleston",Bathing,Yes,No,M,Unknown,Right heel & ankle bitten,No Fatal,Unknown,Unknown
29/07/1929,1929,July,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,Yes,No,M,Unknown,Right leg severed below knee,No Fatal,Unknown,Unknown
09/02/1929,1929,February,Unknown,AUSTRALIA,Western Australia,Glenelg,Watercraft,,,Unknown,Unknown,"No injury, shark pushed canoe from jetty to a point 100 m away",No Fatal,Unknown,Blue Shark
06/04/1928,1928,April,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,Yes,No,M,15,Lacerations to right leg,No Fatal,Morning,4' Shark
02/01/1928,1928,January,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",Unknown,,,F,Unknown,Leg lacerated,No Fatal,Unknown,Unknown
01/01/1927,1927,January,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,Yes,No,M,10,"FATAL, shoulder bitten",Fatal,Unknown,Unknown
31/07/1924,1924,July,Unprovoked,USA,North & South Carolina,"Folly Island, near Charleston",Wading,,No,M,Unknown,Left knee & leg bitten. (Tooth fragment recovered from kneecap),No Fatal,Unknown,Mako Shark
06/07/1920,1920,July,Unprovoked,AUSTRALIA,Torres Strait,200 miles from MacKay,Diving,No,No,M,Unknown,Severe lacerations to right shoulder & arm,No Fatal,Unknown,Unknown
15/01/1919,1919,January,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,Yes,No,F,Unknown,Leg bitten,No Fatal,Afternoon,Unknown
01/09/1917,1917,September,Unprovoked,PANAMA,Colon,,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
01/01/1917,1917,January,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving,No,No,M,Unknown,"Bitten by shark, but  repelled it with his 'skandalopetra'",No Fatal,Unknown,Unknown
15/11/1916,1916,November,Provoked,PANAMA,Unknown,Panama Canal,Unknown,,,M,Unknown,Severely bitten,No Fatal,Unknown,Unknown
11/07/1916,1916,July,Sea Disaster,BAHAMAS,Unknown,50 miles off Bahamas,S.s. ramos foundered in a hurricane. captain & 14 crew in water-logged lifeboats.,,,M,Unknown,FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. Sharks were so thick that it was difficult to row,Fatal,Unknown,Unknown
09/12/1915,1915,December,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,No,No,M,Unknown,"Arm severed, lacerations to thigh",No Fatal,Unknown,Unknown
10/11/1915,1915,November,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,Yes,No,M,10,Severe bite to arm,No Fatal,Unknown,Unknown
04/12/1914,1914,December,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,Yes,No,M,Unknown,Lacerations to right thigh and knee,No Fatal,Unknown,Unknown
03/02/1914,1914,February,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Kayaking,,,M,Unknown,Lacerations to arms,No Fatal,Unknown,Unknown
02/05/1913,1913,May,Provoked,AUSTRALIA,New South Wales,,Hauling in net,,,M,Unknown,Lacerations to thigh by netted shark PROVOKED INCIDENT,No Fatal,Unknown,Unknown
26/01/1912,1912,January,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",Swimming,Yes,No,M,21,FATAL,Fatal,Afternoon,Whaler Shark
29/03/1911,1911,March,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
26/06/1909,1909,June,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,Yes,No,F,Unknown,FATAL,Fatal,Unknown,Unknown
26/06/1909,1909,June,Unprovoked,SOUTH AFRICA,Western Cape Province,Cape Town,Unknown,,,M,Unknown,Remains of soldier in uniform. Probable drowning & scavenging,Fatal,Unknown,18-Foot Shark
16/11/1906,1906,November,Unprovoked,JAMAICA,Westmoreland Parish,Cabaritta River mouth,Fishing,,,M,Unknown,Leg bitten,No Fatal,Unknown,Unknown
27/07/1904,1904,July,Unprovoked,USA,Texas,,Swimming,Yes,No,M,Unknown,"FATAL, body not recovered",Fatal,Unknown,Unknown
08/08/1902,1902,August,Unprovoked,USA,Hawaii,"Kalihi, O'ahu",Catching crabs,,,M,Unknown,"FATAL, both arms severed",Fatal,Unknown,Unknown
06/07/1902,1902,July,Provoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,Yes,No,M,Unknown,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,No Fatal,Unknown,Unknown
17/07/1901,1901,July,Unknown,ITALY,Syracuse,Capo Santa Croce,Swimming,Yes,No,M,20,"Disappeared, but shark involvement unconfirmed",Unknown,Unknown,Unknown
22/08/1898,1898,August,Unprovoked,USA,New York,"Prince's Bay, Staten Island",Swimming,Yes,No,M,Unknown,Laceration to thigh,No Fatal,Afternoon,Unknown
01/01/1897,1897,January,Unprovoked,EGYPT,Mediterranean Sea,Port Said,Unknown,,,Unknown,Unknown,No details,Unknown,Unknown,Unknown
11/01/1896,1896,January,Unprovoked,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Bathing,Yes,No,M,11,FATAL,Fatal,Afternoon,Unknown
27/02/1895,1895,February,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,Yes,No,M,14,FATAL,Fatal,Unknown,Unknown
20/06/1892,1892,June,Unprovoked,CUBA,Havana Province,Havana Harbor,Riding a horse,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
17/08/1890,1890,August,Provoked,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",Fishing,,,Unknown,Unknown,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,No Fatal,Unknown,5'7 Shark
Unknown,1890,Unknown,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Cape Vidal,Bathing,Yes,No,M,Unknown,"FATAL, leg bitten, foot partly severed",Fatal,Afternoon,Unknown
Unknown,1886,Unknown,Unknown,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",Watercraft,,,M,Unknown,"Shark attacked boat, shark killed & towed to shore",No Fatal,Unknown,Shark Was Said To “Have A Very Rough ½”-Thick Skin”
26/07/1885,1885,July,Sea Disaster,USA,Hawaii,Kau District,Wreck of the schooner pohoiki,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
25/02/1883,1883,February,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,Diving,No,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
24/12/1879,1879,December,Unprovoked,INDIA,Andaman Islands,Port Blair,Swimming,Yes,No,M,23,FATAL,Fatal,Unknown,3 Sharks
22/09/1879,1879,September,Provoked,SPAIN,Valencia,Castellon de la Plana,Fishing,,,Unknown,Unknown,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",No Fatal,Unknown,2.5 M Shark
04/01/1868,1868,January,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy),Fishing,,,Unknown,Unknown,"No injury to occupants, shark's teeth embedded in keel",No Fatal,Unknown,Unknown
25/11/1856,1856,November,Unprovoked,FIJI,Unknown,,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
09/04/1855,1855,April,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fall into the water,Yes,No,F,3,FATAL,Fatal,Unknown,Unknown
08/11/1853,1853,November,Unprovoked,AUSTRALIA,New South Wales,,Swimming,Yes,No,M,Unknown,Leg bitten,No Fatal,Unknown,Unknown
28/07/1952,1852,July,Unknown,ATLANTIC OCEAN,Unknown,,Unknown,,,F,1,Death preceded shark involvement,Unknown,Unknown,Unknown
26/02/1852,1852,February,Unprovoked,NEW ZEALAND,North Island,Wellington Harbor,Swimming,Yes,No,M,Unknown,"FATAL, posterior thigh bared to femur, kneecap lacerated",Fatal,Unknown,Said To Involve A 6 M To 7.3 M [20' To 24'] Shark
01/03/1851,1851,March,Unprovoked,USA,Hawaii,Honolulu Harbor,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
30/04/1830,1830,April,Unprovoked,INDIA,Tamil Nadu,St. Thomé,Bathing,Yes,No,M,Unknown,FATAL,Fatal,Afternoon,Unknown
05/12/1826,1826,December,Unprovoked,GHANA,Cape Coast,,Bathing,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
Unknown,1825,Unknown,Unknown,AUSTRALIA,Western Australia,South Bruny Island,Unknown,,,M,Unknown,"Arms severed, but he survived",No Fatal,Unknown,Unknown
01/01/1637,1637,January,Unprovoked,INDIA,West Bengal,Hooghly River mouth,Wading,,No,Unknown,Unknown,,Unknown,Unknown,Unknown
Unknown,1543,Unknown,Unprovoked,VENEZUELA,Magarita Or Cubagua Islands,,Diving,No,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
30/01/2023,2023,January,Unprovoked,NEW CALEDONIA,Noumea,Chateau Royal Beach,Swimming,Yes,No,M,49,"Hands, back, buttock and thigh inujured",No Fatal,Morning,Bull Shark
03/07/2022,2022,July,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Yes,Yes,M,28,Foot bitten,No Fatal,Morning,Unknown
03/05/2021,2021,May,Unprovoked,USA,Hawaii,"Marine Corps Base, Oahu",Surfing,Yes,Yes,M,14,Lacerations to shin and calf,No Fatal,Afternoon,5.5 Ft Shark
20/02/2021,2021,February,Provoked,AUSTRALIA,Queensland,Waterford West,Fishing,,,M,Unknown,Superficial wound       PROVOKED INCIDENT,No Fatal,Afternoon,Bull Shark
06/12/2020,2020,December,Unprovoked,USA,Oregon,"Seaside Cove, Clatsop County",Surfing,Yes,Yes,M,20,Non-life-threatening to left lower leg & foot,No Fatal,Afternoon,Unknown
10/06/2020,2020,June,Unprovoked,NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",Surfing,Yes,Yes,M,30,FATAL,Fatal,Afternoon,Tiger Shark
07/06/2020,2020,June,Unprovoked,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,Surfing,Yes,Yes,M,60,FATAL,Fatal,Morning,White Shark
06/04/2020,2020,April,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,Yes,No,M,23,FATAL,Fatal,Afternoon,Unknown
28/12/2019,2019,December,Unprovoked,SEYCHELLES,Praslin,Amitié Beach,Swimming,Yes,No,F,45,Arm bitten,No Fatal,Evening,Unknown
12/11/2019,2019,November,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,Yes,Yes,M,30,Lacerations to left foot,No Fatal,Unknown,Blacktip Shark
29/10/2019,2019,October,Unprovoked,AUSTRALIA,Queensland,"Off Airlie Beach, Whitsundays",Snorkeling,Yes,No,M,25,Raddon’s right foot was severed and Maggs sustained serious lacerations to his lower right leg.,No Fatal,Morning,Tiger Shark
05/10/2019,2019,October,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,Yes,Yes,M,29,"No injury, surfboard severely damaged",No Fatal,Afternoon,White Shark
05/10/2019,2019,October,Unknown,USA,California,"Ship Rock near Catalina, Los Angeles County",Watercraft,,,M,51,"No injury, shark bit kayak",No Fatal,Afternoon,White Shark
15/09/2019,2019,September,Unprovoked,USA,North & South Carolina,"Isle of Palms,  Charleston County",Unknown,,,F,22,Foot bitten,No Fatal,Unknown,Unknown
21/06/2019,2019,June,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,No,No,M,9,Lacerations to left calf,No Fatal,Unknown,Unknown
10/01/2019,2019,January,Unknown,AUSTRALIA,Queensland,"Catseye Beach, Hamilton Island, Whitsundays",Wading,,No,F,60,Injuries to foot & leg,No Fatal,Morning,Reported As Shark Attacks But Injuries Caused By Toadfish
23/09/2018,2018,September,Provoked,FIJI,Vanua Levu,Cakau Levu,Diving,No,No,M,30,Abrasion to leg when he kicked the shark PROVOKED INCIDENT,No Fatal,Afternoon,Nurse Shark
08/09/2018,2018,September,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Yes,Yes,M,39,Ankle bitten,No Fatal,Afternoon,Unknown
01/09/2018,2018,September,Provoked,IRELAND,County Cork,,Fishing,,,M,40,Forearm bitten by hooked shark PROVOKED INCIDENT,No Fatal,Afternoon,Blue Shark
26/05/2018,2018,May,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,,No,M,12,Minor injury to foot,No Fatal,Afternoon,Unknown
13/05/2018,2018,May,Unknown,ENGLAND,Cornwall,Off Land's End,Fishing,,,M,21,Injured by teeth of a dead porbeagle shark he was tossing overboard.,No Fatal,Morning,Unknown
15/04/2018,2018,April,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing,Yes,Yes,M,37,Lacerations to legs,No Fatal,Morning,Unknown
09/12/2017,2017,December,Unprovoked,BAHAMAS,Unknown,,Snorkeling,Yes,No,F,25,Minor injury to arm,No Fatal,Unknown,Nurse Shark
26/08/2017,2017,August,Unknown,SPAIN,Castellón,Grao de Moncofa,Swimming,Yes,No,F,11,Lacerations to left foot,Unknown,Midday,Unknown
07/07/2017,2017,July,Provoked,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,,,M,32,Hand bitten by hooked shark PROVOKED INCIDENT,No Fatal,Unknown,"Tiger Shark, 100 Kg"
02/07/2017,2017,July,Unknown,COMOROS,Anjouan,Moya,Fishing,,,Unknown,Unknown,"Skull found in shark, a probable drowning & scavenging",Unknown,Unknown,Unknown
27/03/2017,2017,March,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Yes,Yes,M,58,Minor injury to left foot,No Fatal,Morning,Unknown
07/03/2017,2017,March,Provoked,MEXICO,Tamaulipas,"Playa Baghdad, Matamoros",Fishing,,,M,Unknown,Finger severed by  'dead shark' on boat's deck   PROVOKED INCIDENT,No Fatal,Morning,Unknown
01/03/2017,2017,March,Unprovoked,BAHAMAS,The Exuma Cays,Compass Cay,Floating,Yes,,F,Unknown,Minor injury to hand,No Fatal,Unknown,Nurse Shark
25/08/2016,2016,August,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,,No,M,49,Minor injury to ankle,No Fatal,Afternoon,Unknown
31/05/2016,2016,May,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,Yes,Yes,M,29,FATAL,Fatal,Afternoon,White Shark
29/05/2016,2016,May,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,Yes,No,F,52,Injuries to arm and shoulder,No Fatal,Afternoon,Unknown
26/03/2016,2016,March,Provoked,BAHAMAS,Unknown,,Unknown,,,M,9,Minor injury to chest PROVOKED INCIDENT,No Fatal,Unknown,Nurse Shark
19/02/2016,2016,February,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,No,No,M,31,Forearm bitten,No Fatal,Afternoon,Unknown
08/10/2015,2015,October,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,,,M,Unknown,"Arm severely injured, surgically amputated",No Fatal,Unknown,Unknown
28/07/2015,2015,July,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,Yes,Yes,M,47,Minor inuries to toes,No Fatal,Unknown,Unknown
02/07/2015,2015,July,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding,Yes,Yes,M,32,Significant injuries to lower legs,No Fatal,Morning,White Shark
11/04/2015,2015,April,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,Body boarding,Yes,Yes,M,Unknown,Ankle injured,No Fatal,Morning,Unknown
28/12/2014,2014,December,Unknown,SOUTH AFRICA,Kwazulu-Natal,Durban,Swimming,Yes,No,Unknown,Unknown,Minor cuts on feet,Unknown,Morning,Unknown
03/12/2014,2014,December,Provoked,SPAIN,Granada,Off Motril,Fishing,,,M,Unknown,Glancing bite to wrist from netted shark PROVOKED INCIDENT,No Fatal,Morning,Unknown
24/08/2014,2014,August,Unprovoked,USA,North & South Carolina,"Off Masonboro Island, New Hanover County",Body boarding,Yes,Yes,Unknown,Unknown,Laceration to left foot,No Fatal,Unknown,4' Shark
05/07/2014,2014,July,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,Yes,Yes,M,Unknown,"No injury, surboard bitten",No Fatal,Morning,Unknown
03/07/2014,2014,July,Unprovoked,USA,North & South Carolina,"Isle of Palms, Charleston County",Surfing,Yes,Yes,M,19,Right hand bitten,No Fatal,Afternoon,4' To 5' Shark
08/10/2013,2013,October,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving,No,No,M,55,"Injuries to torso, head and face",No Fatal,Morning,White Shark
01/09/2013,2013,September,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,,,M,9,Lacerations to left calf,No Fatal,Morning,4' Shark
21/01/2013,2013,January,Unknown,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,,,M,62,"No injury, a 3 m blue shark merely snapped at the man.",Unknown,Unknown,Unknown
